1 2 768 37 12550 12550 12 8 845
1 2 468 67 7880 7880 7 7 767
1 2 619 -1 3949 3949 7 6 418
-1 1 98 -1 475 475 38 3 116
-1 2 923 50 2570 2570 8 6 640
-1 2 212 -1 2039 2039 8 6 
-1 2 467 30 1229 1229 6 5 136
-1 1 1066 -1 2255 2255 9 6 323
-1 2 1663 62 7775 7775 8 7 2845
1 2 1277 38 8253 8253 33 8 983
-1 -1 546 29 1002 1002 7 5 132
-1 2 3282 62 6337 6337 15 7 318
2 -1 801 -1 1425 1425 9 5 223
-1 2 2795 12 12777 12767 31 8 662
1 1 3591 51 7127 7127 7 7 726
-1 1 165 29 1201 1201 15 5 302
-1 2 505 -1 1424 1424 5 5 111
1 2 687 37 1866 1866 9 5 76
1 2 341 -1 1163 1163 5 5 347
-1 2 1545 -1 7058 7058 29 7 674
1 2 473 -1 2600 2600 8 6 856
1 2 1226 42 3350 3350 6 6 151
-1 2 1100 52 3380 3370 6 6 927
2 3 55 -1 288 288 6 3 35
-1 2 205 -1 673 673 5 4 
-1 2 174 38 586 586 11 4 12
2 7 273 25 535 535 6 4 82
1 2 379 -1 481 481 11 3 176
-1 2 175 -1 619 619 21 4 175
2 -1 7173 -1 30344 29924 25 11 4258
1 1 19 26 358 358 5 3 60
1 3 562 -1 12257 12257 7 8 4040
2 1 4479 -1 10808 9968 8 11 5496
1 4 545 34 9661 9661 20 8 3191
-1 2 795 -1 5159 5159 21 7 1311
1 -1 65 58 3703 3703 20 6 1004
1 1 254 32 4585 4585 40 7 435
1 2 1109 42 10336 10216 93 8 4228
1 2 895 36 10885 10885 43 8 1265
2 1 275 39 6869 6869 11 7 1298
1 1 17 -1 756 756 5 4 172
2 -1 46 27 43 43 8 1 2
-1 2 795 -1 6614 6564 66 7 779
-1 -1 18 -1 206 206 5 3 3
2 1 228 -1 1854 1854 5 5 188
1 2 94 30 573 573 20 4 383
2 -1 169 33 611 611 13 4 28
-1 -1 12 -1 155 155 6 2 9
2 2 325 41 332 332 41 3 162
1 -1 26 37 397 397 11 3 127
-1 1 162 29 1152 1152 5 5 308
-1 2 206 29 1247 1247 5 5 268
-1 2 602 -1 6009 6009 9 7 1463
1 2 108 -1 560 560 5 4 210
2 1 419 43 942 942 13 4 671
1 2 536 -1 598 598 17 4 967
2 2 1795 44 6503 6503 54 7 765
1 1 251 32 1418 1418 30 5 238
-1 2 204 -1 1431 1431 8 5 284
1 -1 1037 -1 4276 4276 55 7 1725
2 1 97 26 541 541 8 4 61
-1 1 197 34 1225 1225 6 5 448
-1 2 268 35 753 753 6 4 164
1 3 21 32 281 281 6 3 26
-1 -1 187 32 636 636 78 4 62
-1 2 218 27 828 828 27 4 263
1 2 534 36 3600 3600 16 6 716
-1 2 298 36 1084 1084 16 5 302
-1 2 1122 30 6655 6655 38 7 582
2 1 264 33 620 620 16 4 153
2 2 51 35 728 728 6 4 23
2 2 98 27 661 661 12 4 76
-1 2 95 -1 618 608 7 4 74
-1 2 138 -1 1082 1082 9 5 99
1 1 82 27 606 606 8 4 73
2 2 593 35 2025 2025 6 6 782
1 2 331 -1 548 548 10 4 737
-1 2 1069 34 2867 2867 29 6 1373
2 1 2098 28 5550 5430 17 7 741
2 1 842 28 9554 9124 7 8 2475
2 -1 1155 -1 2226 2226 6 6 660
1 2 573 44 3261 3261 7 6 1560
1 2 671 53 2926 2926 19 6 1769
-1 2 863 -1 4274 4274 30 7 960
1 -1 48 -1 244 244 6 3 768
-1 6 588 -1 3021 3021 9 6 2134
-1 -1 102 -1 350 350 6 3 17
2 2 456 -1 10695 10695 11 8 1210
-1 2 4345 54 46056 45766 16 11 15483
2 7 3295 1 5747 5747 22 7 2825
1 2 1436 -1 13473 13473 22 8 4085
-1 2 258 -1 1528 1528 7 5 763
-1 -1 82 -1 1578 1578 9 5 253
-1 -1 217 -1 3190 3190 53 6 864
1 2 377 -1 4473 4473 17 7 1050
2 2 325 41 1541 1541 21 5 777
-1 2 177 2 299 299 26 3 62
1 2 326 50 2299 2299 7 6 560
2 1 357 -1 5079 5079 20 7 879
-1 -1 84 -1 1113 1113 29 5 80
1 2 685 61 6233 6233 17 7 2155
1 -1 568 -1 13177 13177 18 8 1733
1 4 100 -1 3714 3714 32 6 1352
-1 -1 218 -1 2476 2476 27 6 958
1 2 127 -1 613 613 30 4 907
-1 1 144 -1 2404 2404 45 6 400
2 4 1477 36 7653 7653 72 7 606
2 -1 127 30 754 754 23 4 27
1 6 326 -1 3749 3749 32 6 682
2 -1 76 28 937 937 8 4 70
-1 -1 162 -1 2797 2797 5 6 4915
2 2 229 33 2342 2342 12 6 484
2 2 91 51 1035 1035 23 5 413
-1 1 127 -1 176 176 7 2 22
1 3 599 -1 4781 4781 8 7 540
2 2 1263 36 9107 9107 28 8 324
1 2 332 -1 1498 1498 6 5 205
-1 2 174 38 586 586 11 4 12
-1 2 314 -1 815 815 6 4 61
1 2 371 -1 5077 5077 12 7 1272
1 -1 225 36 1146 1146 39 5 79
-1 2 2214 -1 11710 11710 159 8 1809
-1 7 933 44 2300 2300 5 6 497
-1 -1 118 -1 1460 1460 15 5 143
1 2 74040 -1 34893 34713 58 11 9738
-1 2 6482 -1 5324 5324 9 7 2617
1 1 212 35 854 854 6 4 133
2 1 2771 36 4982 4872 12 11 3567
2 1 153 28 1054 1054 26 5 84
-1 -1 39 -1 1138 1138 5 5 55
2 -1 1734 -1 1899 1899 22 11 190
1 1 302 4 2556 2556 8 6 598
1 7 13339 47 9262 8942 20 11 5762
1 1 5026 35 4368 4248 11 11 1833
1 1 139 -1 1362 1252 5 5 633
1 2 916 -1 5045 5045 7 7 517
1 -1 526 33 882 882 7 4 33
1 -1 530 -1 838 838 21 4 718
1 2 2271 -1 17960 17900 86 9 5562
2 2 659 -1 3202 3202 21 6 429
2 1 396 34 1504 1394 5 5 896
-1 -1 187 32 636 636 78 4 62
1 -1 293 66 2043 2043 37 6 723
1 -1 136 -1 275 275 5 3 151
2 2 986 -1 8348 8348 17 8 2005
-1 2 941 -1 8879 8879 21 8 370
1 2 277 46 1507 1507 12 5 613
-1 6 41 -1 164 164 21 2 104
2 1 131 41 1398 1398 9 5 279
2 -1 19 -1 314 314 5 3 92
1 1 680 41 5542 5542 5 7 1271
2 1 117 39 3243 3243 16 6 240
1 2 631 -1 4537 4537 6 7 1818
1 -1 123 41 568 568 16 4 23
-1 2 171 -1 3920 3920 7 6 1159
-1 -1 107 -1 2775 2775 14 6 592
1 -1 62 28 2284 2284 13 6 240
2 1 208 31 571 571 5 4 165
-1 1 34 31 156 156 6 2 8
-1 -1 6 -1 196 196 5 2 10
1 -1 443 61 1793 1793 12 5 951
-1 5 309 -1 162 162 67 2 103
-1 2 43 -1 139 139 16 2 29
1 1 498 17 4857 4857 24 7 1726
1 1 175 28 1716 1716 12 5 448
1 2 157 -1 1415 1415 11 5 381
-1 1 83 23 225 225 5 3 68
2 1 883 30 4521 4521 17 7 732
-1 2 742 -1 2078 2078 9 6 719
-1 2 243 -1 538 538 7 4 117
-1 2 46 -1 124 124 7 2 2
1 2 1019 -1 4353 4353 11 7 225
1 2 25039 72 99547 89807 93 11 18318
1 2 110 35 236 236 15 3 267
2 1 80 -1 1459 1459 5 5 507
2 -1 125 -1 396 396 5 3 60
1 1 124 33 178 178 7 2 343
1 2 916 42 2851 2851 43 6 351
2 -1 694 -1 1715 1715 8 5 477
-1 2 65 53 378 378 7 3 461
2 2 405 22 317 317 5 3 156
2 1 484 55 7426 7306 29 7 3311
1 1 691 -1 4556 4556 15 7 2166
-1 2 275 -1 5194 5194 9 11 3702
1 -1 97 35 3517 3517 7 6 439
1 -1 68 -1 2243 2243 8 6 3408
-1 2 685 -1 6892 6892 6 7 2163
-1 1 128 -1 3385 3385 8 6 807
1 2 210 55 2076 2076 36 6 598
2 2 327 36 2939 2939 35 6 141
2 4 20371 40 24855 23395 117 11 12844
-1 7 327 -1 2992 2992 6 6 545
2 2 745 -1 4830 4830 56 7 738
1 -1 21 -1 451 451 13 3 33
1 1 168 44 1952 1952 27 5 264
1 2 216 44 2180 2180 18 6 157
1 2 87 -1 1624 1624 6 5 374
-1 4 400 29 638 638 10 4 900
-1 -1 340 -1 1540 1540 5 5 735
2 1 205 30 1194 1194 7 5 560
-1 1 46 -1 1254 1254 6 5 188
1 2 112 41 646 646 6 4 189
-1 1 1031 -1 2890 2830 35 6 739
1 2 193 37 1576 1576 26 5 1746
-1 1 141 -1 415 415 20 3 151
-1 1 269 -1 926 926 6 4 430
-1 2 174 -1 617 617 13 4 257
1 2 198 -1 1070 1070 5 5 235
-1 2 45 -1 354 354 5 3 119
1 1 432 -1 2300 2300 16 6 702
-1 1 351 25 789 789 11 4 111
-1 7 897 -1 3931 3931 17 6 440
2 2 454 -1 6679 6679 34 7 768
2 6 84 -1    11 469
-1 2 137 -1 1776 1776 6 5 734
-1 -1 199 -1 600 600 22 4 209
2 1 83 54 541 541 12 4 413
2 2 247 -1 2151 2151 6 6 998
2 2 441 -1 3896 3896 5 6 1459
2 1 451 -1 8851 8851 38 8 1431
1 2 1892 43 11682 11622 28 8 1658
-1 -1 3665 -1 30529 30529 187 9 26970
-1 4 61 24 263 263 10 3 29
1 1 1461 -1 8441 5241 13 11 3120
-1 2 241 -1 1288 1288 12 5 911
2 -1 526 -1 2732 2732 11 6 69
-1 2 260 -1 1075 1075 7 5 1
2 2 536 42 3253 3253 38 6 688
1 2 272 -1 1919 1919 16 5 445
-1 1 255 -1 2088 2088 38 6 115
-1 2 68 33 423 423 6 3 66
2 1 63 25 249 249 8 3 27
2 1 482 36 3877 3877 33 6 564
2 1 472 33 1632 1632 5 5 364
1 -1 92 24 757 757 24 4 35
2 2 437 43 3858 3858 43 6 361
1 2 1129 -1 3414 3414 30 6 123
1 -1 285 -1 689 689 29 4 751
2 1 18 30 299 299 7 3 19
-1 -1 204 -1 491 491 5 3 133
-1 -1 624 5 579 469 8 11 236
-1 2 481 -1 897 897 11 4 100
-1 2 294 -1 407 397 7 3 647
2 1 151 36 321 321 5 3 84
-1 -1 2434 -1 9872 9872 24 0 
-1 4 118 27 128 128 5 2 51
1 -1 294 78 2539 2539 46 6 1122
1 2 1674 49 21855 21855 24 9 3540
-1 2 774 9 5371 5311 16 7 1344
-1 2 558 35 473 473 14 3 142
1 -1 244 -1 688 688 5 4 35
-1 7 259 28 898 898 7 4 135
-1 3 219 30 1178 1178 6 5 674
2 2 92 43 255 255 15 3 175
-1 7 496 15 513 513 6 4 177
-1 4 51 11 278 278 6 3 23
2 1 216 -1 584 584 17 4 27
2 2 347 -1 3073 3073 47 6 540
-1 2 315 -1 1668 1668 6 5 748
-1 2 530 -1 3530 3530 10 6 1248
2 1 117 29 1366 1366 17 5 300
1 2 34463 -1 25953 25703 66 11 7402
2 2 1491 -1 5489 5429 34 7 4793
1 -1 133 66 2308 2308 6 6 914
1 2 410 77 4905 4905 8 7 329
1 1 850 32 4137 4127 30 7 1159
2 2 271 52 1425 1425 5 5 1139
-1 -1 253 -1 1216 1216 10 5 189
-1 7 514 -1 1277 1277 5 5 371
2 1 365 24 1000 1000 23 5 158
1 2 86 53 643 643 8 4 124
2 1 78 34 388 388 6 3 65
-1 1 738 -1 1817 1807 15 5 954
-1 2 594 37 1619 1619 25 5 121
-1 1 129 28 311 311 9 3 155
1 -1 251 -1 7062 7062 17 7 951
1 -1 406 67 5273 5273 7 7 1184
1 1 168 28 1082 1082 21 5 89
1 2 190 69 646 646 24 4 592
2 1 170 -1 4364 4364 7 7 1662
-1 6 526 28 1613 1583 31 5 263
2 1 2369 30 4661 4661 8 11 4550
1 2 1509 -1 10194 10194 5 8 2981
-1 1 81 -1 2300 2300 12 6 692
2 -1 95 -1 4294 4294 19 7 943
1 2 633 48 2053 2053 90 6 87
1 1 270 42 1104 1104 16 5 553
1 2 479 -1 21524 21294 8 9 3154
-1 -1 320 -1 865 865 20 4 1043
2 1 165 -1 2182 2182 30 6 295
-1 -1 24 -1 412 412 5 3 55
-1 1 269 -1 3338 3338 23 6 603
-1 -1 117 -1 1019 1019 8 5 109
2 2 204 6 1419 1419 6 5 150
-1 1 9912 37 15335 15275 21 8 5956
-1 1 37 23 170 170 11 2 58
2 2 314 31 1139 1139 7 5 7
-1 7 4535 14 2376 2376 119 11 1008
-1 -1 183 -1 1188 1188 20 5 180
1 2 80 45 1234 1234 10 5 606
1 1 115 -1 3031 3031 43 6 222
1 2 97 28 2108 2108 8 6 158
-1 4 193 -1 1231 1231 12 5 476
-1 2 280 38 3029 3029 21 6 436
1 2 82 41 342 342 8 3 144
1 2 425 31 1477 1477 12 5 204
-1 2 99 37 197 197 5 2 6
1 2 96 -1 597 597 8 4 127
1 2 929 -1 8391 8391 85 8 321
1 -1 36 49 2186 2186 8 6 427
1 -1 1028 -1 22067 18757 11 11 3964
1 2 3051 59 2886 2826 5 11 4794
-1 -1 1103 -1 8238 8238 10 8 4541
-1 -1 135 -1 1950 1900 5 5 993
1 2 417 49 2729 2729 5 6 1015
1 2 120 49 2740 2740 11 6 260
2 1 3339 -1 11768 11708 102 8 1001
1 2 90 50 1701 1701 14 5 209
-1 1 565 22 2514 2514 48 6 359
2 2 43 42 342 342 8 3 92
1 -1 318 53 4468 4468 55 7 691
1 -1 108 34 397 397 13 3 6
1 2 33 46 2543 2543 9 6 292
2 2 653 7 4532 4532 25 7 581
2 -1 130 27 176 176 29 2 26
1 1 678 28 2109 2049 9 6 397
-1 2 328 -1 1819 1819 26 5 288
2 1 315 26 1692 1692 30 5 1009
-1 -1 59 26 112 112 7 2 5
1 2 33 -1 1266 1106 6 5 321
2 1 519 -1 1872 1872 15 5 356
2 1 845 36 10866 10806 25 8 1228
2 2 239 -1 3856 3856 20 6 3207
-1 7 177 26 572 572 10 4 640
1 2 2169 39 7529 7529 31 7 2446
2 2 1233 -1 6663 6663 59 7 1570
-1 -1 271 -1 2793 2793 14 6 396
-1 2 63 -1 692 692 12 4 47
-1 1 1890 2 4383 4373 102 7 883
1 1 1201 -1 15275 15055 48 11 9665
-1 1 415 28 945 935 8 4 18
-1 -1 336 -1 316 316 59 3 12
1 -1 72 41 1489 1489 11 5 208
1 2 138 40 1242 1242 12 5 86
1 2 501 40 2625 2625 93 6 81
2 4 157 -1 253 253 10 3 39
-1 1 264 -1 510 510 14 4 1597
1 2 92 28 575 575 22 4 357
1 4 94 33 237 237 21 3 77
2 1 92 22 1413 1353 10 5 283
-1 1 662 -1 2986 2986 8 6 814
-1 2 116 -1 678 678 13 4 431
-1 2 168 -1 1630 1630 8 5 393
-1 -1 210 -1 1853 1853 8 5 317
2 1 74 26 331 331 8 3 59
-1 -1 136 -1 542 542 5 0 
2 1 42 24 171 171 5 2 52
-1 -1 57 -1 384 384 2 3 273
2 2 88 34 297 297 23 3 21
